ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Jacobs Peaches - Share,Produce - Fruits,,0,0.00,Archived,All Fair Shares Producers,,1.0,Share,true,FALSE,1,https://fairshares.org/sites/default/files/peaches1.jpg,,,Light,
Jailhouse Jalapeno Brew,Canned/Dried/Frozen Produce & Condiments,,61,6.75,Published,Jailhouse,,1.0,Jar,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/cans-002-scaled.jpeg,"Sweet  jalapeno mustardINGREDIENTS:water, sugar, prepared mustard (water, vinegar, mustard seed, salt, turmeric), distilled vinegar, sliced jalapeno peppers (with vinegar, salt, calcium chloride), modified food starch, sodium benzoate (preservative)",,Light,
Jalapenos,Produce - Vegetables,,0,1.50,Draft,All Fair Shares Producers,,1.0,4-pack,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/04/jalapenos-green.jpg,4 hot jalapeños,,Light,
Jalapenos - Fire Roasted,Canned/Dried/Frozen Produce & Condiments,,0,7.00,Draft,Blue Heron Orchard,,1.0,Jar,true,FALSE,8,https://fairshares.org/wp-content/uploads/2020/04/Applewood-Smoked-Jalapenos-scaled.jpg,Certified Organic - roasted peppers in apple cider vinegar and herbs.,,Light,
Jam - Apple Cinnamon HBY,Jams,,0,7.00,Draft,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://i2.wp.com/missourimercantile.com/wp-content/uploads/2016/06/HiltysBeeYards.jpg?fit=150%2C150,Apple Cinnamon Jam,,Medium,
Jam - Apricot HBY,Jams,,3,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5735865741475840.jpg?v=1648582140069,Apricot Jam,,Medium,
Jam - Banana,Jams,,0,6.75,Draft,Kakao,,1.0,Jar,true,FALSE,12,/staticResource/resources/item-no-image.jpg,"Spoon over ice cream, spread on peanut butter, serve on pancakes or waffles, or enjoy straight from the jar! Vegan and gluten free. (8 oz. made with organic bananas)",,Light,
Jam - Berry Peachy CF,Jams,,0,5.50,Draft,Centennial Farm,,1.0,Each,true,FALSE,17,/staticResource/resources/item-no-image.jpg,,,Medium,
Jam - Black & Blue CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,5,/staticResource/resources/item-no-image.jpg,Blackberry and Blueberry Preserves.,,Light,
Jam - Black Raspberry HBY,Jams,,4,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5634810093502464.jpg?v=1648582198700,Black Raspberry Jam,,Medium,
Jam - Blackberry CF,Jams,,0,5.50,Draft,Centennial Farm,,8.0,Oz.,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Jam - Blackberry HBY,Jams,,4,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6265899065540608.jpg?v=1648569526786,Blackberry Jam,,Medium,
Jam - Blackberry Jalapeno,Jams,,6,7.00,Published,Miller's,,1.0,Pint,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6360532871413760.jpg?v=1612296670799,,,Light,
Jam - Blackberry MF,Jams,,0,7.00,Draft,Mast Farm,,1.0,Pint,true,FALSE,17,http://,Blackberry Jam,,Medium,
Jam - Blueberry HBY,Jams,,5,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5133960434679808.jpg?v=1648582307034,Blueberry Jam,,Medium,
Jam - Blueberry MF,Jams,,0,7.00,Draft,Mast Farm,,1.0,Pint,true,FALSE,17,http://,Blueberry Jam,,Medium,
Jam - Blushing Peach CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/sites/default/files/Centennial%20Farms%20Peach%20Orange.jpg,Peaches and some raspberries for a fruity delight. Your toast will thank you.,,Light,
Jam - Cherry Butter,Jams,,9,7.00,Published,All Fair Shares Producers,,1.0,Pint,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5526540886605824.jpg?v=1612902365756,,,Light,
Jam - Cherry sm.,Jams,,0,5.00,Draft,All Fair Shares Producers,,1.0,Jar,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"Cherry lovers, toast and yogurt just got better.9 oz cherry jam. Made with sugar, cherries, pectin, lemon juice",,Light,
Jam - Cranberry HBY,Jams,,16,7.00,Draft,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://fairshares.org/sites/default/files/Hilty%20Cranberry%20Jelly.jpg,Cranberry Jam,,Medium,
Jam - Damson Plum HBY,Jams,,0,7.00,Draft,Hilty Bee Yard,,1.0,Pint,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5700412437037056.jpg?v=1614107936075,,,Light,
Jam - Damson Plum MF,Jams,,0,7.00,Published,Miller's,,1.0,Pint,true,FALSE,3,/staticResource/resources/item-no-image.jpg,Damson plum jam.,,Light,
Jam - Fig and Pecan IFF,Jams,,5,8.00,Draft,Ivan's Fig Farm,,1.0,Half Pint,true,FALSE,17,https://fairshares.org/sites/default/files/Fig%20and%20Pecan%20Jam.jpg,Fig Jam with pecans,,Medium,
Jam - Gooseberry HBY,Jams,,3,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4907847586414592.jpg?v=1650395475391,Gooseberry Jam,,Medium,
Jam - Grape HBY,Jams,,0,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5936827261255680.jpg?v=1648569735372,Grape Jam,,Medium,
Jam - Grape Jelly,Jams,,0,5.00,Draft,All Fair Shares Producers,,1.0,Half Pint,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"For the grape jelly fan, when you only need a bit.",,Light,
Jam - Grape MF,Jams,,0,7.00,Draft,Mast Farm,,1.0,Pint,true,FALSE,17,https://fairshares.org/sites/default/files/Mast%27s%20Grape%20Jam.jpg,Grape Jam,,Medium,
Jam - Jalapeno Peach CF,Jams,,0,5.50,Draft,Centennial Farm,,8.0,Oz.,true,FALSE,4,/staticResource/resources/item-no-image.jpg,Jalapeno peach jam.,,Light,
Jam - Mint Jelly,Jams,,0,5.00,Published,All Fair Shares Producers,,1.0,Jar,true,FALSE,3,/staticResource/resources/item-no-image.jpg,"9 oz jar mint jelly. Made with sugar, mint, pectin, lemon juice",,Light,
Jam - Peach CF,Jams,,0,5.50,Draft,Centennial Farm,,10.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Centennial-Farms-Peach.jpg,Peach Jam,,Medium,
Jam - Peach HBY,Jams,,4,7.00,Published,Hilty Bee Yard,,1.0,Jar,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4711885589053440.jpg?v=1648569815899,"Pint peach jam. Made with sugar, peaches, pectin, lemon juice",,Light,
Jam - Peach Orange CF,Jams,,1,5.50,Draft,Centennial Farm,,8.0,Oz.,true,FALSE,17,/staticResource/resources/item-no-image.jpg,Peach orange marmalade.,,Light,
Jam - Pear Butter HBY,Jams,,2,7.00,Published,Hilty Bee Yard,,1.0,Jar,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6688268172263424.jpg?v=1648569888346,Pear Butter,,Light,
Jam - Pear HBY,Jams,,0,7.00,Draft,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Hiltys-Pear-Jelly.jpg,Pear Jam,,Medium,
Jam - Plum Butter,Jams,,3,7.00,Published,All Fair Shares Producers,,1.0,Pint,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5493439842091008.jpg?v=1610584089460,,,Light,
Jam - Plum Conserve,Jams,,4,7.00,Published,Miller's,,1.0,Pint,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5736569747013632.jpg?v=1648570107785,Miller's Plum Conserve,,Light,
Jam - Raspberry Peach CF,Jams,,0,5.50,Draft,Centennial Farm,,1.0,Each,true,FALSE,17,/staticResource/resources/item-no-image.jpg,,,Medium,
Jam - Red Cherry HBY,Jams,,4,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4842387452985344.jpg?v=1648582487021,Red Cherry Jam,,Medium,
Jam - Red Raspberry CF,Jams,,0,5.50,Draft,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/sites/default/files/Centennial%20Farms%20Red%20Raspberry.jpg,Red Raspberry Jam,,Medium,
Jam - Red Raspberry HBY,Jams,,5,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6249762336538624.jpg?v=1648582539822,Red Raspberry Jam,,Medium,
Jam - Rhubarb HBY,Jams,,0,7.00,Published,Hilty Bee Yard,,1.0,1-each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5654587411267584.jpg?v=1648582583952,Amish jam,,Light,
Jam - Strawberry - Rhubarb,Jams,,5,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6009119613911040.jpg?v=1650395377828,Strawberry-Rhubarb Jam,,Medium,
Jam - Strawberry CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Centennial-Farms-Strawberry.jpg,Strawberry Jam,,Medium,
Jam - Strawberry HBY,Jams,,4,7.00,Published,All Fair Shares Producers,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5667908084563968.jpg?v=1648582627206,Strawberry Jam,,Medium,
Jam - Strawberry MF,Jams,,0,7.00,Draft,Mast Farm,,1.0,Pint,true,FALSE,17,http://,Strawberry Jam,,Medium,
Jam - Strawberry Rhubarb CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,/staticResource/resources/item-no-image.jpg,Strawberry rhubarb jam.,,Medium,
Jam - Summer Trio CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/sites/default/files/Centennial%20Farms%20Summer%20Trio.jpg,"Summer Trio Jam - Blueberries, Cherries, Strawberries, Sugar, Pectin",,Medium,
Jam - Sweet Cherry HBY,Jams,,0,7.00,Draft,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://i2.wp.com/missourimercantile.com/wp-content/uploads/2016/06/HiltysBeeYards.jpg?fit=150%2C150,Sweet Cherry Jam,,Medium,
Jam - Tomato,Jams,,0,4.75,Published,Spread,,1.0,Jar,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6205440748421120.jpg?v=1612296618707,"Fresh tomatoes, sugar, lime juice, ginger, cloves, cinnamon, red pepper flakes and salt. No artificial ingredients.",,Light,
Jam - Triple Crown CF,Jams,,0,5.50,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/sites/default/files/Centennial%20Farms%20Triple%20Crown.jpg,"Triple Crown Jam - Raspberries, Cherries, Strawberries, Sugar, Pectin",,Medium,
Jam - Wild Elderberry HBY,Jams,,5,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6255281906384896.jpg?v=1648582748926,Wild Elderberry Jam,,Medium,
Jam Choice (Lg. $7),Jams,,9618,7.00,Draft,All Fair Shares Producers,,1.0,Pint,true,FALSE,10,http://,We'll include a selection for you to choose from.,,Heavy,
Jam Fig IFF,Jams,,995,8.00,Draft,Ivan's Fig Farm,,1.0,Jar,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"Fig jam, no pecans",,Medium,
Janie's Bread,Bakery,,0,6.50,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p112_i2_w2048.jpeg?width=640,Whole Wheat Sourdough using all local wheat from Janie's Mill,,Light,For Wednesday
Janie's Bread - T,Bakery,,0,6.50,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p112_i2_w2048.jpeg?width=640,Whole Wheat Sourdough using all local wheat from Janie's Mill,,Light,Thursday only! :(
Jar Tomatoes,Canned/Dried/Frozen Produce & Condiments,,46,7.00,Published,Hilty Bee Yard,,1.0,Quart,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5157808240590848.jpg?v=1614114696755,Jar Tomatoes,,Light,
Jasmine Rice,"Grains, Beans & Rice",,0,5.50,Published,McKaskle Family Farm,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jasmine Rice (1.0 Brown),"Grains, Beans & Rice",,11,5.50,Published,McKaskle Family Farm,,1.0,Brown,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jasmine Rice (1.0 White),"Grains, Beans & Rice",,4,5.50,Published,McKaskle Family Farm,,1.0,White,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jelly - Jalapeno HBY,Jams,,4,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5133431616831488.jpg?v=1648571797776,Jalapeno Jam,,Medium,
Jelly - Mint,Jams,,0,5.50,Published,All Fair Shares Producers,,1.0,Half Pint,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5656603797749760.jpg?v=1610583897384,Mint jelly for savory dishes or cookies,,Light,
Joi Choi,Produce - Vegetables,,0,4.00,Draft,Ivan's Fig Farm,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5845056505380864.jpg?v=1648589687467,A variety of Bok Choy.,,Light,
Jowl Cured 2 LB,Pastured Pork,,0,12.25,Published,Circle B Ranch,,1.0,1-each,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5759700863811584.jpg?v=1647973059883,Aprox 1.5 lb packages/$8.15 per pound,,Light,
Jungle Curry - Kit,"Grains, Beans & Rice",,0,8.00,Published,Ozark Forest,,1.0,Box,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4755961264865280.jpg?v=1610667616796,"A packaged meal kit featuring Ozark dried mushrooms, rice and a Thai curry spice blend.",,Light,
K&G Beanie Hat,Gifts and Such,,1,13.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5677675511283712.jpg?v=1612292511479,"Purchase of this winter hat supports Known & Grown STL. A program of Missouri Coalition for the Environment, which supports local, environmentally-responsible farmers in our region with promotional and logistical support.",,Light,
KK Noodles - Udon with Tofu,Prepared Foods,,0,11.00,Draft,Kitchen Kulture,,1.0,Pint,true,FALSE,2,https://fairshares.org/sites/default/files/Kitchen%20Kulture%20Udon%20and%20Braised%20Tofu.jpg,"Noodles, tofu, black beans, onion, garlic, ginger, chili, sesame, sugar, soy sauce, red pepper, spice vinegar, sorghum",,Light,
KK Pesto - Stinging Nettle,Prepared Foods,,0,10.00,Draft,Kitchen Kulture,,1.0,Tub,true,FALSE,7,https://fairshares.org/wp-content/uploads/2020/04/kounter-kulture.png,"The web says  that the health benefits is truly astonishing -with some of the standouts being nettle’s incredibly high iron content, liver supporting properties, anti inflammatory properties, and cleansing and detoxing qualities. Who knew, it also tastes like spring.",,Light,
Kabob - Lamb /lb,Grassfed Bison and Lamb,,0,15.50,Published,D & M Farms,,1.0,Package,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,Lamb Kabob Meat. Price will be adjusted to exact weight at $15.5/lb.,,Light,
Kale - Dinosaur,Produce - Vegetables,,0,4.00,Published,All Fair Shares Producers,,1.0,Share,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5402718013227008.jpg?v=1623079534504,"Also known as Lacinato kale, or Cavolo Nero in Italian, the leaves are large, dark green and crinkly, and perfect for kale chips, or any of your other favorite kale recipes.",,Light,
Kale - Green Curly,Produce - Vegetables,,0,4.00,Published,All Fair Shares Producers,,1.0,Share,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/05/kale.curly_.tn_-e1589828500261.jpg,Mature green curly kale.,,Light,
Kale - Purple Curly,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,5,/staticResource/resources/item-no-image.jpg,,,Light,
Kirkwood Pickup Time,Select Your Pickup Time,,99998663,0.00,Published,All Fair Shares Producers,***,1.0,@1-1:30,true,FALSE,1,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kirkwood Pickup Time (2.0 @1:30-2),Select Your Pickup Time,,97409653,0.00,Published,All Fair Shares Producers,***,2.0,@1:30-2,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kirkwood Pickup Time (3.0 @2-2:30),Select Your Pickup Time,,96929511,0.00,Published,All Fair Shares Producers,***,3.0,@2-2:30,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kohlrabi,Produce - Vegetables,,0,2.75,Published,All Fair Shares Producers,,1.0,Bunch,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5117024841760768.jpg?v=1648481396605,"Green kohlrabi bulbs with the greens. Peel and shred for salads and slaws or slice for a crudite plate. Chop and saute up the greens, just like with broccoli and cauliflower greens. It's all good food!",,Light,
Kuva Brazil,Coffee,,2,12.25,Published,Kuva Coffee,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5902891026087936.jpg?v=1614114844358,"""Wonderfully rich and aromatic with sweet undertones of chocolate 12 oz. Whole Bean""",,Light,
Kuva Ethiopian,Coffee,,1,12.25,Published,Kuva Coffee,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6298429558620160.jpg?v=1614114674739,Medium Roast,,Light,
Kuva Nicaragua,Coffee,,1,12.25,Published,Kuva Coffee,,1.0,Bag,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5091150348156928.jpg?v=1614114754005,Medium roast,,Medium,
Kuva Peru,Coffee,,1,12.25,Published,Kuva Coffee,,1.0,Package,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6266292298055680.jpg?v=1614114889186,,,Medium,
Kuva Sumatra,Coffee,,2,12.25,Published,Kuva Coffee,,12.0,Oz.,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5129946250870784.jpg?v=1614114936889,Dark roast,,Medium,
Lamb - Breakfast links,Grassfed Bison and Lamb,,10,11.00,Draft,Hi Ho Sheep Farm,,1.0,Pack,true,FALSE,17,http://,Lamb Breakfast Sausage,,Light,
Lamb Boneless Loin,Grassfed Bison and Lamb,,1,15.50,Published,D & M Farms,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight/ aprox. one pound,,Light,
Lamb Chops/lb. DM,Grassfed Bison and Lamb,,0,16.00,Published,D & M Farms,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,priced per pound; price will be adjusted,,Light,
Lamb Feta/Spinach Gyro,Grassfed Bison and Lamb,,0,16.25,Published,D & M Farms,,1.0,Lb.,true,FALSE,4,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,feta/ spinach gyros,,Light,
Lamb Frenched Rib,Grassfed Bison and Lamb,,2,14.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Gyro Brat,Grassfed Bison and Lamb,,0,15.60,Published,Bobb Family Farm,,1.0,4-pack,true,FALSE,4,https://choplocal.com/images/thumbnails/550/450/detailed/4/Gyro_Brat_1.jpg,"Mediteranean seasoning with fresh ingredients, be sure to try out Bobb Family Farm Gyro Brats. Pair them with fresh cucumber and Tzatziki sauce to put yourself on the shores of Italy! (4) 1/4 lb Brats",,Light,
Lamb Gyro Choice,Grassfed Bison and Lamb,,0,16.25,Draft,All Fair Shares Producers,,1.0,Pack,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/02/gyro.gif,"Ground seasoned lamb, incredible on the grill served with feta cheese, sautéed red onions and tzatziki sauce! Cook slowly indirect, and finish over the flames for crispy edges. Also great fried in a skillet. Delete this item and select plain or feta and spinach. 1lb. package",,Light,
Lamb Gyro Plain,Grassfed Bison and Lamb,,0,16.25,Published,D & M Farms,,1.0,Lb.,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/02/gyro.gif,"ground lseasoned lamb, incredible on the grill served with feta cheese, sautéed red onions and tzatziki sauce! Cook slowly indirect, and finish over the flames for crispy edges.",,Light,
Lamb Leg Chops,Grassfed Bison and Lamb,,0,10.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Loin Chops,Grassfed Bison and Lamb,,0,14.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Rack/lb. - Wee,Wee Ones,,0,22.00,Published,D & M Farms,,2.0,Lb.,true,FALSE,15,/staticResource/resources/item-no-image.jpg,"Small rack of lamb, perfect for small households.  Price will be adjusted according to exact weight ($15.50/lb).1.4# or 1.58#",,Light,
Lamb RackX,Grassfed Bison and Lamb,,0,17.30,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Sausage Links,Grassfed Bison and Lamb,,0,12.80,Draft,All Fair Shares Producers,,1.0,4-pack,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"Lamb, salt, sugar, black pepper.",,Light,
Lamb Shank/lb.,Grassfed Bison and Lamb,,5,11.25,Published,D & M Farms,,1.0,Lb.,true,FALSE,15,/staticResource/resources/item-no-image.jpg,Priced per pound.,,Light,
Lamb Steaks,Grassfed Bison and Lamb,,0,15.50,Published,Bobb Family Farm,,1.0,Pack,true,FALSE,10,https://choplocal.com/images/thumbnails/270/270/detailed/4/Blade_Steak_Raw.jpg,"Not available until August26:$15.50/lb, (ave 1.4lb pks.)The lamb shoulder blade is a lamb chop cut from the shoulder. It is larger and thicker than the lamb chop cut from the rib, which is much smaller and the cut most often used for delicate dishes. The shoulder blade lamb chop is meaty but has multiple bones and a lot of connective tissue.",,Light,
Lard,Pastured Pork,,4,9.00,Published,All Fair Shares Producers,,1.0,Tub,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5722920072511488.jpg?v=1647973525770,"Pork Lard like gramma used for the best pie dough ever!1.5 pound tubs.",,Light,
Large 38 % Milk Chocolate Square,Candy,,1,3.50,Draft,All Fair Shares Producers,,1.0,1-each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"2"" 38% Milk Chocolate Square",,Light,
Large 61% Dark Chocolate Square,Candy,,0,3.50,Draft,Kakao,,1.0,1-each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"2"" 61% Dark Chocolate Square",,Light,
Lasagna,"Pasta - Fresh, Frozen & Dry",,0,13.50,Published,Midwest Pasta Co.,,1.0,Package,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Cheese),"Pasta - Fresh, Frozen & Dry",,2,13.50,Published,Midwest Pasta Co.,,1.0,Cheese,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Mushroom),"Pasta - Fresh, Frozen & Dry",,2,13.50,Published,Midwest Pasta Co.,,1.0,Mushroom,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Spinach),"Pasta - Fresh, Frozen & Dry",,2,13.50,Published,Midwest Pasta Co.,,1.0,Spinach,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Last week's Romaine,Produce - Vegetables,,24,3.00,Draft,Double Star Farms,,1.0,Bag,true,FALSE,17,/staticResource/resources/item-no-image.jpg,"Forgot to get the romaine into the store last week! It should be fine, but eat it soon.",,Light,
Leeks,Produce - Vegetables,,0,3.75,Draft,All Fair Shares Producers,,1.0,Bunch,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5195098757267456.jpg?v=1648479778452,"Leeks in a bunch, woot woot!",,Light,
Leg-o-Lamb - Bone in /lb.,Grassfed Bison and Lamb,,2,12.00,Published,D & M Farms,,1.0,lbs,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,"May average 5-6+ pounds each, $12/lb. Price will be adjusted according to exact weight.",,Medium,
