ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Jam - Strawberry HBY,Jams,,2,7.00,Published,All Fair Shares Producers,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5667908084563968.jpg?v=1648582627206,Strawberry Jam,,Medium,
Jam - Strawberry Jalapeno CF,Jams,,0,6.25,Published,Centennial Farm,,8.0,Oz.,true,FALSE,10,/staticResource/resources/item-no-image.jpg,Strawberry JalapenoPreserves,,Light,
Jam - Strawberry MF,Jams,,0,7.00,Draft,Mast Farm,,1.0,Pint,true,FALSE,17,http://,Strawberry Jam,,Medium,
Jam - Strawberry Rhubarb CF,Jams,,0,6.25,Draft,Centennial Farm,,8.0,Oz.,true,FALSE,17,/staticResource/resources/item-no-image.jpg,Strawberry rhubarb jam.,,Medium,
Jam - Summer Trio CF,Jams,,0,7.25,Published,Centennial Farm,,8.0,Oz.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5749095851360256.jpg?v=1729613538227,"Summer Trio Jam - Blueberries, Cherries, Strawberries, Sugar, Pectin",,Medium,
Jam - Sweet Cherry HBY,Jams,,4,7.50,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://i2.wp.com/missourimercantile.com/wp-content/uploads/2016/06/HiltysBeeYards.jpg?fit=150%2C150,Sweet Cherry Jam,,Medium,
Jam - Tomato,Jams,,0,4.75,Published,Spread,,1.0,Jar,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6205440748421120.jpg?v=1612296618707,"Fresh tomatoes, sugar, lime juice, ginger, cloves, cinnamon, red pepper flakes and salt. No artificial ingredients.",,Light,
Jam - Triple Crown CF,Jams,,0,6.25,Published,Centennial Farm,,8.0,Oz.,true,FALSE,17,https://fairshares.org/sites/default/files/Centennial%20Farms%20Triple%20Crown.jpg,"Triple Crown Jam - Raspberries, Cherries, Strawberries, Sugar, Pectin",,Medium,
Jam - Wild Elderberry HBY,Jams,,3,7.50,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6255281906384896.jpg?v=1648582748926,Wild Elderberry Jam,,Medium,
Jam Choice (Lg. $7),Jams,,0,7.00,Draft,All Fair Shares Producers,,1.0,Pint,true,FALSE,10,http://,"Pick a Hilty jam from the store, otherwise, we may choose for you.",,Heavy,
Jam Choice CF ($6.25),Jams,,0,6.25,Published,Centennial Farm,,8.0,Oz.,true,FALSE,2,/staticResource/resources/item-no-image.jpg,Pick one from the store otherwise we will pick one for you.,,Light,
Jam Fig IFF,Jams,,0,8.00,Draft,Ivan's Fig Farm,,1.0,Jar,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"Fig jam, no pecans",,Medium,
Janie's Bread - Thursday,Bakery,,4,6.75,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p112_i2_w2048.jpeg?width=640,Whole Wheat Sourdough using all local wheat from Janie's Mill,,Light,Thursday only!
Janie's Bread - Wednesday,Bakery,,4,6.75,Published,Union Loafers,,1.0,Each,true,FALSE,1,https://union-loafers-cafe-and-bread-bakery.square.site/uploads/1/2/9/1/129144036/s642576876884555124_p112_i2_w2048.jpeg?width=640,Whole Wheat Sourdough using all local wheat from Janie's Mill,,Light,For Wednesday!
Jar Tomatoes,Canned/Dried/Frozen Produce & Condiments,,18,7.50,Published,Hilty Bee Yard,,1.0,Quart,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5157808240590848.jpg?v=1614114696755,Jar Tomatoes,,Light,
Jarrahdale Pumpkin,Produce - Vegetables,,0,6.75,Draft,Three Girls and a Tractor,,1.0,Each,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6302878263279616.jpg?v=1671566278930,Its called a pumpkin but really can be eaten just like any other squash you buy from us.,,Light,
Jasmine Rice,"Grains, Beans & Rice",,0,6.25,Draft,McKaskle Family Farm,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jasmine Rice (1.0 Brown),"Grains, Beans & Rice",,0,6.25,Draft,McKaskle Family Farm,,1.0,Brown,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jasmine Rice (1.0 White),"Grains, Beans & Rice",,0,6.25,Draft,McKaskle Family Farm,,1.0,White,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4597177877921792.jpg?v=1614112061823,"Texas Best Organic Brown Jasmine Rice. 2lb. bag. No additives or preservatives - just delicious organic aromatic brown Jasmine rice. Certified Organic by OCIA. Non-GMO Project Verified, Certified Kosher, and Grown in the USA.McKaskle Family Farm proudly plants, farms, processes, and packages only the best organic rices available. All of our rices are naturally gluten free and vegan.",,Light,
Jelly - Jalapeno HBY,Jams,,0,7.50,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5133431616831488.jpg?v=1648571797776,Jalapeno Jam,,Medium,
Jelly - Mint,Jams,,0,5.50,Published,All Fair Shares Producers,,1.0,Half Pint,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5656603797749760.jpg?v=1610583897384,Mint jelly for savory dishes or cookies,,Light,
Joi Choi,Produce - Vegetables,,0,4.00,Draft,Ivan's Fig Farm,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5845056505380864.jpg?v=1648589687467,A variety of Bok Choy.,,Light,
Jonathan Apple - 2nds,Produce - Fruits,,2,5.00,Published,All Fair Shares Producers,,1.0,Bag,true,FALSE,1,/staticResource/resources/item-no-image.jpg,We have some Jonathan apples that are bumped and bruised. Not great for eating raw but they can be cooked and eaten numerous different ways. 4lbs!,,Light,
Jungle Curry - Kit,"Grains, Beans & Rice",,0,8.00,Draft,Ozark Forest,,1.0,Box,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4755961264865280.jpg?v=1610667616796,"A packaged meal kit featuring Ozark dried mushrooms, rice and a Thai curry spice blend.",,Light,
K&G Beanie Hat,Gifts and Such,,0,13.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5677675511283712.jpg?v=1612292511479,"Purchase of this winter hat supports Known & Grown STL. A program of Missouri Coalition for the Environment, which supports local, environmentally-responsible farmers in our region with promotional and logistical support.",,Light,
KK Noodles - Udon with Tofu,Prepared Foods,,0,11.00,Draft,Kitchen Kulture,,1.0,Pint,true,FALSE,2,https://fairshares.org/sites/default/files/Kitchen%20Kulture%20Udon%20and%20Braised%20Tofu.jpg,"Noodles, tofu, black beans, onion, garlic, ginger, chili, sesame, sugar, soy sauce, red pepper, spice vinegar, sorghum",,Light,
Kabob - Lamb /lb,Grassfed Bison and Lamb,,4,21.25,Published,D & M Farms,,1.0,Package,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,Lamb Kabob Meat. Price will be adjusted to exact weight at $21.25/lb.,,Light,
Kairos Sourdough Choice $4.50,Bakery,,0,4.50,Published,Kairos Gardens,,1.0,Pack,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Kakao Chocolate Wildcard ($4),Candy,,0,4.00,Draft,Kakao,,1.0,Each,true,FALSE,17,/staticResource/resources/item-no-image.jpg,"Lots of Chocolates at $4: Dark Chocolate Almond Bar, Dark Chocolate Coffee Bark, Milk Chocolate CranOrange Bark, Milk Chocolate Salted Bark, etc.",,Light,
Kakao Dessert Sauce Choice ($16),Candy,,0,16.00,Published,Kakao,,1.0,Jar,true,FALSE,2,/staticResource/resources/item-no-image.jpg,We have some dessert sauces from Kakao to choose from: Burnt Caramel and Dark Chocolate Fudge. Sounds like a great week for ice cream! Trade it if you don't want it in your share.,,Light,
Kale - Green Curly,Produce - Vegetables,,12,5.00,Published,Yoder's Produce,,1.0,Bag,true,FALSE,4,https://fairshares.org/wp-content/uploads/2020/05/kale.curly_.tn_-e1589828500261.jpg,Mature green curly kale.,,Light,
Kale - Lacinato/Dinosaur,Produce - Vegetables,,7,5.00,Published,Biver Farms,,1.0,Bag,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5402718013227008.jpg?v=1623079534504,"Also known as Lacinato kale, or Cavolo Nero in Italian, the leaves are large, dark green and crinkly, and perfect for kale chips, or any of your other favorite kale recipes.",,Light,
Kale - Mix,Produce - Vegetables,,0,5.00,Published,Biver Farms,,1.0,Bag,true,FALSE,3,/staticResource/resources/item-no-image.jpg,A bag of mixed kale and collards.,,Light,
Kale - Purple Curly,Produce - Vegetables,,0,5.00,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,5,/staticResource/resources/item-no-image.jpg,,,Light,
Kale - Red Russian,Produce - Vegetables,,0,5.00,Published,Biver Farms,,1.0,Bag,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/05/kale.redrussian-e1602602369509.jpg,This kale has a purple/red stem. Pull off the leaves and enjoy!,,Light,
King Salmon Fillets/LB*,Fish,,0,25.20,Published,All Fair Shares Producers,,1.0,$,true,FALSE,5,/staticResource/resources/item-no-image.jpg,"$44.80 LB/ 8-10oz packages. Wild king salmon has a dense meaty texture, a rich fatty consistency, and a full fresh fish flavor with a hint of sweetness. King salmon fat can be so creamy that a sushi-grade salmon belly is considered on par with the delicacy of sushi-grade tuna belly.",,Light,
Kirkwood Pickup Time,Select Your Pickup Time,,99995650,0.00,Published,All Fair Shares Producers,***,1.0,@1-1:30,true,FALSE,1,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kirkwood Pickup Time (1.0 PORCH),Select Your Pickup Time,,99999249,0.00,Published,All Fair Shares Producers,***,1.0,PORCH,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kirkwood Pickup Time (2.0 @1:30-2),Select Your Pickup Time,,97408891,0.00,Published,All Fair Shares Producers,***,2.0,@1:30-2,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kirkwood Pickup Time (3.0 @2-2:30),Select Your Pickup Time,,96929009,0.00,Draft,All Fair Shares Producers,***,3.0,@2-2:30,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Choose your time slot to pick up in Kirkwood. The default time will be 1:00 - 1:30. If you need a porch pickup because you won't make it to the church by 2:30, please let us know before noon on Thursday if possible. We can then pack it accordingly on the truck. We take all shares not picked up at the church to the porch.",,Light,
Kohlrabi,Produce - Vegetables,,20,1.50,Published,Biver Farms,,1.0,Head,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5117024841760768.jpg?v=1648481396605,"Green kohlrabi bulbs with the greens. Peel and shred for salads and slaws or slice for a crudite plate. Chop and saute up the greens, just like with broccoli and cauliflower greens. It's all good food!",,Light,
Kuva - Decaf Costa Rica 5lb,Coffee/Tea,,0,0.00,Draft,Kuva Coffee,69(86.93),1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"5 LB Whole Bean Costa Rica. Mild and sweet with vibrant undertones of tropical fruit. . Our Decaf uses the Swiss Water Process, meaning the caffeine is gently removed.",,Light,
Kuva Brazil,Coffee/Tea,,4,15.45,Published,Kuva Coffee,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5902891026087936.jpg?v=1614114844358,"""Wonderfully rich and aromatic with sweet undertones of chocolate 12 oz. Whole Bean""",,Light,
Kuva Ethiopian,Coffee/Tea,,4,15.45,Published,Kuva Coffee,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6298429558620160.jpg?v=1614114674739,Medium Roast,,Light,
Kuva Nicaragua,Coffee/Tea,,4,15.45,Published,Kuva Coffee,,1.0,Bag,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5091150348156928.jpg?v=1614114754005,Medium roast,,Medium,
Kuva Peru,Coffee/Tea,,4,15.45,Published,Kuva Coffee,,1.0,Package,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6266292298055680.jpg?v=1614114889186,,,Medium,
Kuva Rwanda,Coffee/Tea,,0,15.45,Published,Kuva Coffee,,12.0,Oz.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6496550417727488.jpg?v=1714496456745,"Well balanced and aromatic with smooth body and undertones of orange and vanilla. Whole bean single origin, medium roast.",,Light,NEW
Kuva Sumatra,Coffee/Tea,,4,15.45,Published,Kuva Coffee,,12.0,Oz.,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5129946250870784.jpg?v=1614114936889,Dark roast,,Medium,
Lamb - Breakfast links,Grassfed Bison and Lamb,,0,11.00,Draft,Hi Ho Sheep Farm,,1.0,Pack,true,FALSE,17,http://,Lamb Breakfast Sausage,,Light,
Lamb Boneless Loin,Grassfed Bison and Lamb,,0,15.50,Published,D & M Farms,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight/ aprox. 3.23 pounds,,Light,
Lamb Chops /lb Wee,Wee Ones,,4,18.75,Published,D & M Farms,,1.0,Lb.,true,FALSE,4,/staticResource/resources/item-no-image.jpg,Price is per pound. Average 0.83lbs @ $22.50/#,,Light,
Lamb Chops/lb. DM,Grassfed Bison and Lamb,,6,22.50,Published,D & M Farms,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,priced per pound; price will be adjusted,,Light,
Lamb Frenched Rib,Grassfed Bison and Lamb,,0,14.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Gyro Brat,Grassfed Bison and Lamb,,0,15.60,Published,Bobb Family Farm,,1.0,4-pack,true,FALSE,4,https://choplocal.com/images/thumbnails/550/450/detailed/4/Gyro_Brat_1.jpg,"Mediteranean seasoning with fresh ingredients, be sure to try out Bobb Family Farm Gyro Brats. Pair them with fresh cucumber and Tzatziki sauce to put yourself on the shores of Italy! (4) 1/4 lb Brats",,Light,
Lamb Gyro Choice,Grassfed Bison and Lamb,,0,16.25,Draft,All Fair Shares Producers,,1.0,Pack,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/02/gyro.gif,"Ground seasoned lamb, incredible on the grill served with feta cheese, sautéed red onions and tzatziki sauce! Cook slowly indirect, and finish over the flames for crispy edges. Also great fried in a skillet. Delete this item and select plain or feta and spinach. 1lb. package",,Light,
Lamb Gyro Seasoned,Grassfed Bison and Lamb,,8,17.50,Published,D & M Farms,,1.0,Lb.,true,FALSE,5,https://fairshares.org/wp-content/uploads/2020/02/gyro.gif,"Ground seasoned lamb, incredible on the grill, shaped in to a meatball or patty, fried in a skillet. Serve with feta cheese, sautéed red onions and tzatziki sauce!",,Light,
Lamb Gyro w/ Feta & Spinach,Grassfed Bison and Lamb,,8,17.50,Published,D & M Farms,,1.0,Lb.,true,FALSE,4,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,"Lamb gyro with feta and spinach mixed in. Great grilled, shaped into meatballs and pan fried or a meat loaf thinly sliced.",,Light,
Lamb Leg Chops,Grassfed Bison and Lamb,,0,10.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Loin Chops,Grassfed Bison and Lamb,,0,14.65,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Rack/lb. - Wee,Wee Ones,,2,20.60,Published,D & M Farms,,2.0,Lb.,true,FALSE,15,/staticResource/resources/item-no-image.jpg,"Small rack of lamb, perfect for small households.  Price will be adjusted according to exact weight ($21/lb).1.4# or 1.58#",,Light,
Lamb RackX,Grassfed Bison and Lamb,,0,17.30,Draft,Hi Ho Sheep Farm,,1.0,lbs,true,FALSE,17,http://,Price will be adjusted according to exact weight,,Light,
Lamb Sausage Links,Grassfed Bison and Lamb,,0,12.80,Draft,All Fair Shares Producers,,1.0,4-pack,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"Lamb, salt, sugar, black pepper.",,Light,
Lamb Shank/lb.,Grassfed Bison and Lamb,,4,14.50,Published,D & M Farms,,1.0,Lb.,true,FALSE,15,/staticResource/resources/item-no-image.jpg,Priced per pound.,,Light,
Lamb Shanks - Wee,Wee Ones,,0,13.95,Published,D & M Farms,,1.0,Each,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4914719631736832.jpg?v=1642193597838,Lamb Shanks .96 each.,,Light,
Lamb Steaks,Grassfed Bison and Lamb,,0,15.50,Draft,Bobb Family Farm,,1.0,Pack,true,FALSE,10,https://choplocal.com/images/thumbnails/270/270/detailed/4/Blade_Steak_Raw.jpg,"Not available until August26:$15.50/lb, (ave 1.4lb pks.)The lamb shoulder blade is a lamb chop cut from the shoulder. It is larger and thicker than the lamb chop cut from the rib, which is much smaller and the cut most often used for delicate dishes. The shoulder blade lamb chop is meaty but has multiple bones and a lot of connective tissue.",,Light,
Lard/LB,Pastured Pork,,6,4.50,Published,Bolyard's Meats & Provisions,,1.0,Tub,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5722920072511488.jpg?v=1647973525770,Pork Lard like gramma used for the best pie dough ever! 8 oz tubs.,,Light,
Large 38 % Milk Chocolate Square,Candy,,0,3.50,Draft,All Fair Shares Producers,,1.0,1-each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"2"" 38% Milk Chocolate Square",,Light,
Large 61% Dark Chocolate Square,Candy,,0,3.50,Draft,Kakao,,1.0,1-each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,"2"" 61% Dark Chocolate Square",,Light,
Lasagna,"Pasta - Fresh, Frozen & Dry",,0,14.50,Published,Midwest Pasta Co.,,1.0,Package,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Cheese),"Pasta - Fresh, Frozen & Dry",,3,14.50,Published,Midwest Pasta Co.,,1.0,Cheese,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Mushroom),"Pasta - Fresh, Frozen & Dry",,3,14.50,Published,Midwest Pasta Co.,,1.0,Mushroom,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Lasagna (1.0 Spinach),"Pasta - Fresh, Frozen & Dry",,2,14.50,Published,Midwest Pasta Co.,,1.0,Spinach,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5782949716951040.jpg?v=1648581573438,"Fresh pasta layered in whole milk mozzarella, Parmesan and ricotta, prepared by Midwest Pasta with sauce from Antonino's on The Hill. Serves two.",,Light,
Laundry Soap,Non-Edibles,Gifts and Such,11,8.75,Published,4 Farmer's Daughters,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1745348918926.jpg?v=1745348919094,"All Natural Laundry Soap - Fragrance free 32 ounces.Sodium Bicarbonate, Sodium Carbonate, Magnesium Sulfate, Sodium Borate, European Sea Salt.",,Light,
Leeks,Produce - Vegetables,,0,1.50,Published,EarthDance Organic Farm School,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5195098757267456.jpg?v=1648479778452,"Leeks in a bunch, woot woot!",,Light,Sale!
Leg-o-Lamb - Bone in /lb.,Grassfed Bison and Lamb,,1,20.00,Published,D & M Farms,,1.0,lbs,true,FALSE,2,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,"May average 5-6+ pounds each, $20/lb. Price will be adjusted according to exact weight.",,Medium,
Leg-o-Lamb - Boneless/lb.,Grassfed Bison and Lamb,,0,21.00,Published,D & M Farms,,1.0,lbs,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/04/dm-Farms.jpg,"May average 3-5+ pounds each, $21/lb. Price will be adjusted according to exact weight.",,Light,
Lemon Cream Sauce KP,Prepared Foods,Canned/Dried/Frozen Produce & Condiments,0,10.50,Published,Katie's Pizza and Pasta,,1.0,Jar,true,FALSE,6,https://katiespizza.com/cdn/shop/products/san-mrz-1_2048x.jpg?v=1635773545,"Jarred sauce (24 oz) ready to serve!Heavy cream, lemon juice, white wine, mascarpone cheese, fontina  cheese, salt, parmesan cheese, olive  oil, water, starch, garlic. Contains milk. Refrigerate after opening.",,Light,
Lemon Tarragon Vinaigrette,Canned/Dried/Frozen Produce & Condiments,Oils & Vinegars,0,10.25,Published,An Olive Ovation,,1.0,Bottle,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5760890625458176.jpg?v=1619730385988,"Original recipe, all natural salad dressing made in-house from lemon balsamic, Meyer lemon olive oil, extra virgin olive oil, dried French tarragon, French Dijon mustard, and kosher salt. Toss with mixed greens and arugula. It's also a delicious sauce for grilled asparagus, chicken and fish. No refined sugar, artificial sweeteners or gluten.  Vegan.  Low sodium.  250 mlINGREDIENTS:Italian lemon balsamic vinegar, California rice wine vinegar, Meyer lemon olive oil, extra virgin olive oil, French Dijon mustard (mustard seeds, vinegar, salt), French tarragon, kosher salt",,Light,
Lemongrass,Produce - Vegetables,,0,3.00,Published,Avant Gardens,,1.0,Bunch,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4640835183968256.jpg?v=1725998572190,"A thick grass with a lemony smell that are great for soups, curries, and sauces.",,Light,
Lettuce - Bibb,Produce - Vegetables,,0,3.50,Published,Avant Gardens,,1.0,Head,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5641647580774400.jpg?v=1649891501885,"A type of ""butter lettuce"", bibb is soft and delicious in salads, or used as wraps for chicken salad, etc. Fresh from the ground!",,Light,
Lettuce - Buttercrunch,Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Bag,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1745929476772.jpg?v=1745929478012,"A crunchy green lettuce. Typically coming as loose lettuce in a bag, rarely as a whole head from this farmer.",,Light,
Lettuce - Buttercrunch (1.0 Green),Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Green,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1745929476772.jpg?v=1745929478012,"A crunchy green lettuce. Typically coming as loose lettuce in a bag, rarely as a whole head from this farmer.",,Light,
Lettuce - Buttercrunch (1.0 Red),Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Red,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1745929476772.jpg?v=1745929478012,"A crunchy green lettuce. Typically coming as loose lettuce in a bag, rarely as a whole head from this farmer.",,Light,
Lettuce - Butterhead,Produce - Vegetables,,0,4.25,Published,Three Girls and a Tractor,,1.0,Bag,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5675214360805376.jpg?v=1620142283440,"A variety of bibb lettuce. Bagged, not heads",,Light,Sale!
Lettuce - Iceberg,Produce - Vegetables,,0,4.50,Published,Blue Heron Orchard,,1.0,Head,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5743828073971712.jpg?v=1718140232935,"I know what you're thinking, but iceberg lettuce grown locally on a small farm is going to taste infinitely better and be more nutritious than the tasteless crunchy water iceberg from the industrial food system.",,Light,
Lettuce - Red Leaf,Produce - Vegetables,,0,3.50,Published,Avant Gardens,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5090091101847552.jpg?v=1745324593557,Red leaf lettuce. A little bit more bitter than green lettuce,,Light,
Lettuce - Romaine Head,Produce - Vegetables,,0,5.00,Published,Yoder's Produce,,1.0,Head,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5189010641125376.jpg?v=1745324190945,Romaine head lettuce....crunch!,,Light,
Lettuce - Romaine Head (1.0 Large),Produce - Vegetables,,0,5.50,Published,Yoder's Produce,,1.0,Large,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5189010641125376.jpg?v=1745324190945,Romaine head lettuce....crunch!,,Light,
Lettuce - Romaine Loose,Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Bag,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6324013610696704.jpg?v=1648051329829,A bag of loose leaves of romaine lettuce. 1/2lb bag,,Light,
Lettuce - Romaine Loose (1.0 Green),Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Green,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6324013610696704.jpg?v=1648051329829,A bag of loose leaves of romaine lettuce. 1/2lb bag,,Light,
Lettuce - Romaine Loose (1.0 Red),Produce - Vegetables,,0,5.00,Published,Three Girls and a Tractor,,1.0,Red,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6324013610696704.jpg?v=1648051329829,A bag of loose leaves of romaine lettuce. 1/2lb bag,,Light,
Lettuce - Salanova,Produce - Vegetables,,0,1.75,Published,All Fair Shares Producers,,1.0,Bag,true,FALSE,1,https://fairshares.org/wp-content/uploads/2020/04/lettuce.salanova.jpg,Salanova Lettuce - red and/or green sweet or butterhead. Make sure to wash your lettuce well... its truly fresh and organic!,,Light,Sale!
